Topic,Representative_Docs
33,"서방국들과는 달리 아프가니스탄을 점령한 이슬람 무장세력 탈레반과 협력할 의사가 있음을 반복적으로 알리고 있는 중국이 탈레반의 집권으로 아프간 마약이 자국에 유입될 것을 우려하고 있다. 전 세계 양귀비 재배지의 약 87%가 아프간 땅에 있다. 탈레반이 마약 제조와 유통으로 통치 자금을 마련할 수 있다는 관측이 나온다. 
 
 중국 관영 신화통신에 따르면 .."
33,"이슬람 무장 단체 탈레반이 아프가니스탄을 장악한 지 한 달이 되면서 유엔과 미국을 중심으로 한 국제사회가 이들을 합법 정권으로 인정할 것인지에 대한 논쟁이 시작됐다. 탈레반 적대시 정책을 지속할 경우 국제사회가 짊어져야 하는 안보 경제적 부담과, 탈레반과 섣불리 손잡았다가 ‘아프간 인권에 등을 돌렸다’는 비난을 받는 정치적 부담 중 어느 쪽을 택할지 놓.."
33,"아프가니스탄 이슬람주의 무장세력인 탈레반이 지난 5월부터 지방 도시들이 차례로 점령하더니 급기야 8월 15일 수도 카불에 입성했다. 미군이 지난 4월 철군을 발표한 지 넉 달 만이다. 아프간의 아슈라프 가니 대통령은 항공편으로 국외 도피했다. 미군은 떠나고 다시 오지 않는다. 
 이슬람법(샤리아)에 의한 지배와 중세 이슬람 사회의 규범과 관습을 추구하는.."
33,1일부터 미군의 철수가 시작된 아프가니스탄에서 8 10일 3일 연속 테러가 발생했다. 11일에는 수니파 무장반군 탈레반이 수도 카불에서 서쪽으로 불과 약 40km 떨어진 네르크를 점령하는 등 정국 불안이 격화하고 있다. 탈레반이 카불까지 점령하고 전 국토를 장악하는 것이 시간문제라는 전망도 나온다. 시리아와 이라크에서 밀려난 이슬람국가(IS) 역시 아프..
34,"환각 상태에서 운전하다 부산 해운대에서 7중 추돌 사고를 낸 운전자가 1심에서 징역 5년을 선고 받았다. 
 
부산지법 동부지원 형사1부(부장판사 염경호)는 16일 마약류 관리에 관한 법률 위반 혐의 등으로 재판에 넘겨진 포르쉐 운전자 A씨에게 징역 5년을 선고했다. 
 
법원은 마약을 건넨 동승자 B씨에게는 징역 3년에 집행유예 5년을 선고했다. 
 .."
34,"부산 해운대 도심에서 합성 대마 환각 상태로 포르쉐를 몰아 연쇄 추돌사고를 내고 7명을 다치게 한 운전자에게 법원이 징역 5년을 선고했다.
부산지법 동부지원 형사1부(염경호 부장판사)는 16일 마약류 관리에 관한 법률 위반 혐의 등으로 재판에 넘겨진 포르쉐 운전자 A씨에게 징역 5년을 선고했다.
법원은 마약을 건넨 동승자 B씨에게는 징역 3년에 집행유예.."
34,"마약으로 인한 환각 상태로 부산 해운대 도심을 질주해 연쇄 추돌 사고를 낸 포르쉐 운전자와 동승자가 재판에 넘겨졌다. 이들은 텔레그램으로 합성 대마와 필로폰 등을 구매했던 것으로 확인됐다. 
 
부산지검 동부지청은 특정범죄가중처벌 등에 관한 법률 위반(위험운전치상) 등 혐의로 포르쉐 운전자 A씨를 구속기소하고, 동승자 B씨를 불구속기소 했다고 13일 밝.."
34,"부산 해운대 도심에서 환각 질주를 벌여 연쇄 추돌 사고를 낸 포르쉐 운전자와 동승자는 텔레그램으로 합성 대마와 필로폰 등을 구매했던 것으로 확인됐다. 
 
 부산지검 동부지청은 특정범죄가중처벌 등에 관한 법률 위반(위험운전치상) 등 혐의로 포르쉐 운전자 A씨를 구속기소하고, 동승자 B씨를 불구속기소 했다고 13일 밝혔다. 
 
 A씨는 지난달 14일 오.."
34,"부산 해운대 도심에서 환각 질주로 연쇄 추돌 사고를 낸 포르쉐 운전자와 동승자가 텔레그램으로 합성 대마와 필로폰 등을 구매했던 것으로 확인됐다.
13일 부산지검 동부지청은 특정범죄가중처벌 등에 관한 법률 위반(위험운전치상) 등 혐의로 포르쉐 운전자 A씨를 구속기소하고, 동승자 B씨를 불구속기소 했다고 밝혔다.
A씨는 지난달 14일 오후 5시 40분쯤 부.."
35,"영화 ‘범죄도시3’가 개봉 6일째인 5일 500만 관객을 돌파했다. 
 
‘범죄도시3’ 측은 “5일 오후 4시 40분경에 ‘범죄도시3’가 500만 관객을 돌파했다”고 밝혔다. 
 
‘범죄도시3’는 개봉 이틀째 100만 관객을 돌파했고 매일 100만 명의 관객이 관람하며 기록을 세우고 있다. 특히 지난해 개봉한 ‘범죄도시2’ 같은 경우 개봉 10일째 50.."
35,"영화 ‘범죄도시3’이 900만 관객을 돌파했다. 
20일 영화진흥위원회 통합전산망 기준, 개봉 21일째인 이날 오전 7시 30분 900만 관객을 돌파하며 올해 개봉 한국영화 중 무려 20일간 최장기간 박스오피스 1위를 달성했다. 
영화 ‘범죄도시3’은 개봉 1일 100만, 3일 200만, 4일 300만, 5일 400만, 6일 500만, 7일 600만, .."
35,"마동석 주연의 액션 영화 '범죄도시 3'이 개봉 5일째인 4일 누적 관객 수 400만명을 돌파했다고 배급사 에이비오엔터테인먼트가 밝혔다. 
 
 배급사 측에 따르면 '범죄도시 3'의 누적 관객 수는 이날 낮 12시께 400만명을 넘어섰다. 
 액션 영화 '범죄도시 3'이 개봉 5일째인 4일 누적 관객 수 400만 명을 돌파했다고 배급사 에이비오엔터테인먼.."
35,"마동석 주연의 액션 영화 ‘범죄도시3’(감독 이상용 사진)가 올해 처음으로 누적 관객 수 700만명을 돌파한 영화가 됐다. 천만 관객 돌파도 가능해 보여 1269만명을 기록한 전편(‘범죄도시2’)에 이어 ‘쌍 천만’ 달성도 코앞으로 다가왔다는 전망이다. 
 
 11일 영화진흥위원회 영화관입장권 통합전산망 집계에 따르면, ‘범죄도시3’는 전날 57만408.."
35,"마동석 주연의 액션 영화 ‘범죄도시3’(감독 이상용)가 올해 처음으로 누적 관객 수 700만명을 돌파한 영화가 됐다. 천만 관객 돌파도 가능해 보여 1269만명을 기록한 전편(‘범죄도시2’)에 이어 ‘쌍 천만’ 달성도 코앞으로 다가왔다는 평가다. 
 
 11일 영화진흥위원회 영화관입장권 통합전산망 집계에 따르면, ‘범죄도시3’는 전날 57만4085명의 .."
36,"마약류를 건강기능식품으로 둔갑시켜 해외에서 몰래 들여와 유통한 태국인들이 무더기로 적발됐다. 마약을 사고판 태국인 대부분은 불법체류자였으며 거래한 뒤 모여서 투약까지 한 것으로 드러났다. 
 
 인천경찰청 광역수사대는 특정범죄가중처벌법상 마약류관리법 위반(향정) 혐의로 마약 밀수 총책 40대 태국인을 구속했다고 7일 밝혔다. 또 30대 국내 판매책 등 .."
36,"국내에 체류 중인 태국인 노동자를 상태로 필로폰과 환각성이 강한 합성마약을 대량 유통한 태국인 일당이 덜미를 잡혔다. 
 
부산경찰청 강력범죄수사대는 마약류 관리에 관한 법률 위반 혐의로 태국인 30대 A씨 등 6명을 구속했다고 11일 밝혔다. 
 
경찰은 이들에게 마약을 사들여 투약한 노동자 22명도 검거해 상습투약자 17명을 구속했다. 나머지 5명은.."
36,전북경찰이 태국인 마약 조직으로부터 압수한 필로폰 5㎏과 야바 1만정 등 증거물을 분류하고 있다. 이 마약은 18만명이 동시에 투약할 수 있는 분량이다. 전북경찰청 제공 국내에 불법 체류 중인 태국인들이 자국에서 마약을 몰래 들여와 전국 각지에 유통하다 경찰에 덜미를 잡혔다. 이들이 국내로 들여온 마약은 필로폰 5㎏과 야바 1만정 등으로 18만명이 동시..
36,"건강기능식품으로 위장한 신종 마약 ‘야바’를 국제우편으로 몰래 들여와 전국에 판매하거나 투약한 태국인들이 무더기로 붙잡혔다. 인천경찰청 광역수사대는 특정범죄가중처벌법상 향정 혐의로 마약 밀수 총책 A씨(45)를 구속했다고 7일 밝혔다. 경찰은 또 마약류 관리에 관한 법률 위반 혐의로 국내 유통책 B씨(35) 등 48명을 구속하고, 투약자 등 33명을 불.."
36,"마약류를 건강기능식품으로 둔갑시켜 해외에서 몰래 들여와 유통한 태국인들이 무더기로 적발됐다. 마약을 사고판 태국인 대부분은 불법체류자였으며 거래한 뒤 모여서 투약까지 한 것으로 드러났다. 
 
 인천경찰청 광역수사대는 특정범죄가중처벌법상 마약류관리법 위반(향정) 혐의로 마약 밀수 총책 40대 태국인을 구속했다고 7일 밝혔다. 또 30대 국내 판매책 등 .."
37,"관세청 관세국경관리연수원은 다음달 8일까지 마약탐지견 23마리를 국민에게 분양하기 위한 신청서를 접수한다고 27일 밝혔다.
탐지견을 민간에 분양하는 것은 전국의 공항 항만 세관 현장에서 마약탐지견으로 활약하다 은퇴했거나, 탐지견 양성 훈련과정에서 탈락한 탐지견들에게 새로운 삶을 찾아주기 위한 것이다.
분양 대상 탐지견은 1~9세의 래브라도 리트리버 20.."
37,"관세청 관세국경관리연수원은 18일 공항과 항만 등 일선 세관 현장에서 활약하다 은퇴했거나, 훈련견 양성 과정에서 탈락한 마약탐지견 13두를 일반 국민을 대상으로 분양한다고 밝혔다. 
 
 견종은 래브라도 리트리버와 스프링거 스파니엘로 기초 훈련을 잘 받았고, 영리하며 친화력이 뛰어나 훈련 교관과 관세청 직원들의 사랑을 듬뿍 받아왔다는 설명이다. 
 
 .."
37,"착한 맏딸 같은 미리, 활발하고 에너지 넘치는 민주, 공놀이 좋아하는 주리 
 
관세청 관세국경관리연수원은 공항과 항만 등 세관 현장에서 활약하다 은퇴하거나, 훈련견 양성 과정에서 탈락한 마약탐지견 13마리를 일반 국민을 대상으로 분양한다고 18일 밝혔다. 
 
이번에 분양되는 견종(犬種)은 래브라도 리트리버와 스프링거 스파니엘로 기초 훈련을 잘 받았.."
37,"관세청, 민간에 23마리 분양
학교 등 단체도 신청 가능



공항과 항만, 세관 현장에서 마약탐지견으로 활약하다 은퇴했거나 탐지견 양성 훈련과정에서 탈락한 탐지견들이 민간에 분양된다. 

관세청 관세국경관리연수원은 10월8일까지 탐지견 23마리를 분양한다고 27일 밝혔다.

분양하는 견종은 래브라도 레트리버 20마리와 스프링어 스패니얼 3마리며 나이는.."
37,"공항과 항만, 세관 현장에서 마약탐지견으로 활약하다가 은퇴했거나 탐지견 양성 훈련과정에서 탈락한 탐지견들이 민간에 분양된다. 

관세청 관세국경관리연수원은 10월 8일까지 탐지견 23마리를 분양을 한다고 27일 밝혔다. 분양하는 견종은 래브라도 리트리버 20마리와 스프링거 스파니엘 3마리며 나이는 1 9세다. 모두 기초 훈련을 잘 받아서 영리하고 친화력.."
38,미국 연방수사국(FBI)이 조 바이든 민주당 대선후보 아들 헌터 바이든의 이메일로 추정되는 자료가 해외 정보기관과 연루됐는지를 수사하고 있다고 미 NBC방송이 16일(현지시간) 보도했다. 앞서 뉴욕포스트는 전날 바이든과 헌터의 부패 의혹을 입증한 헌터의 이메일 자료를 입수했다고 보도해 파장을 일으켰다. 트위터와 페이스북이 이 보도를 해킹된 자료라는 이유..
38,"미국 연방수사국(FBI)이 민주당 대선후보인 조 바이든 전 부통령의 아들인 헌터 바이든(50)의 사생활 자료가 대거 유출된 사건과 관련해 외국 정보기관의 연루 여부를 수사하고 있다. 페이스북과 트위터는 자료의 출처가 불분명하다는 이유로 첫 보도의 링크를 차단했다. 
 
NBC 방송은 현지시각으로 16일 FBI가 헌터의 자료가 담긴 노트북 컴퓨터와 하드디.."
38,"국제 범죄조직이 수년 간 각종 범죄를 모의할 때 애용하던 암호화 메신저 앱이 사실은 미국 연방수사국(FBI)이 개발해 침투시킨 ‘트로이의 목마’였던 것으로 드러났다. FBI를 비롯한 각국 수사당국은 최근까지 100여 개 국가의 범죄조직이 이 앱을 통해 벌이는 모의를 낱낱이 지켜보며 범죄를 예방하는 한편 800여 명을 체포하는데 성공했다. 
 
 9일 월.."
38,"국제 범죄조직이 수년간 각종 범죄를 모의할 때 애용하던 암호화 메신저 앱이 사실은 미국 연방수사국(FBI)이 개발해 침투시킨 ‘트로이의 목마’였던 것으로 드러났다. FBI를 비롯한 각국 수사당국은 최근까지 100여 개 국가의 범죄조직이 이 앱을 통해 벌이는 모의를 낱낱이 지켜보며 범죄를 예방하는 한편 800여 명을 체포하는 데 성공했다. 
 
 9일 월.."
38,"미국 연방수사국(FBI)이 민주당 대선후보 조 바이든 전 부통령의 아들인 헌터 바이든(50)의 사생활 자료가 대거 유출됐다.
앞서 보수성향의 미국 신문 뉴욕포스트는 노트북과 하드디스크에 헌터로 추정되는 인물이 마약 코카인을 흡입하면서 신원미상 여성과 성행위를 하는 12분짜리 동영상과 성행위 사진들도 담겼다고 보도했다.
페이스북과 트위터는 자료의 출처가 .."
39,"미국 백악관이 다음달 인도네시아 발리에서 열리는 주요 20개국(G20) 정상회의에서 미 러 정상이 조우하지 않도록 가능한 모든 조치를 취하는 반면, 미 중 정상 간 회담은 성사를 염두에 두고 물밑작업을 벌인다는 보도가 나왔다.
미 정치전문매체 폴리티코는 19일(현지시간) 미 당국자들이 조 바이든 대통령과 블라디미르 푸틴 러시아 대통령 간 만남 방지에 주.."
